CustomerID,Age,Gender,ItemPurchased,Category,PurchaseAmountUSD,Location,Size,Color,Season,ReviewRating,SubscriptionStatus,ShippingType,DiscountApplied,PromoCodeUsed,PreviousPurchases,PaymentMethod,FrequencyOfPurchases,Age_Group
419,49,Male,Laptop,Clothing,253.54,"Los Angeles",L,Black,Summer,2,No,Standard,No,Yes,14,UPI,Fortnightly,40s
420,47,Female,Curtains,Sports,25.71,"New York",L,Green,Spring,5,No,Standard,Yes,Yes,11,UPI,Monthly,40s
421,64,Female,Curtains,Electronics,310.03,Chicago,M,Black,Fall,3,No,Express,No,Yes,0,PayPal,Weekly,60+
422,52,Male,Bag,Sports,360.93,"Los Angeles",XL,Blue,Fall,4,No,Standard,Yes,Yes,9,Cash,Weekly,50s
423,57,Female,Watch,Accessories,214.21,Chicago,XL,Black,Spring,5,No,Standard,Yes,No,14,"Debit Card",Fortnightly,50s
424,33,Female,Bag,Clothing,381.07,"New York",S,Green,Winter,5,Yes,Standard,No,No,7,UPI,Fortnightly,30s
425,30,Male,Phone,Sports,121.23,Chicago,M,White,Fall,3,No,Standard,No,Yes,12,"Debit Card",Fortnightly,30s
426,59,Female,Shoes,Accessories,118.43,Miami,M,Red,Spring,3,No,Express,No,No,2,"Credit Card",Monthly,50s
427,47,Female,Shoes,Electronics,89.09,Houston,L,White,Fall,1,No,Standard,No,Yes,10,UPI,Monthly,40s
428,36,Male,Shoes,"Home Decor",192.28,"New York",M,Blue,Spring,1,Yes,Express,Yes,No,12,Cash,Fortnightly,30s
429,34,Male,Football,Electronics,425.04,Chicago,S,White,Summer,5,No,Standard,Yes,Yes,8,PayPal,Weekly,30s
430,36,Female,T-Shirt,Clothing,415.68,"New York",M,Black,Summer,2,Yes,Standard,No,No,14,UPI,Weekly,30s
431,45,Male,Football,Electronics,197.58,Miami,L,Green,Fall,4,Yes,Express,No,No,4,"Credit Card",Fortnightly,40s
432,43,Female,Laptop,Electronics,298.67,Houston,S,White,Fall,3,Yes,Standard,Yes,No,6,PayPal,Monthly,40s
433,54,Male,Curtains,Electronics,363.20,"New York",L,White,Fall,1,Yes,Express,Yes,Yes,13,Cash,Weekly,50s
434,43,Female,Curtains,Electronics,128.19,Miami,M,Green,Fall,4,No,Standard,Yes,No,6,"Debit Card",Monthly,40s
435,40,Male,Bag,Clothing,92.39,Miami,XL,Black,Summer,5,No,Express,Yes,No,8,"Debit Card",Fortnightly,40s
436,26,Female,T-Shirt,Accessories,486.33,Miami,M,Red,Summer,3,No,Standard,No,Yes,1,UPI,Monthly,20s
437,29,Female,Laptop,Sports,312.60,Chicago,M,White,Spring,3,No,Express,No,Yes,3,PayPal,Monthly,20s
438,18,Female,T-Shirt,"Home Decor",490.89,"Los Angeles",L,Blue,Fall,1,No,Standard,Yes,Yes,11,"Credit Card",Monthly,"below 20"
439,18,Male,Curtains,Sports,175.50,"New York",XL,Black,Summer,2,No,Express,Yes,Yes,7,"Credit Card",Weekly,"below 20"
440,64,Male,Watch,Sports,354.49,"Los Angeles",M,Black,Winter,3,Yes,Standard,No,Yes,4,Cash,Monthly,60+
441,51,Female,Football,"Home Decor",119.08,Miami,S,White,Spring,2,Yes,Express,No,No,10,PayPal,Monthly,50s
442,49,Female,Shoes,Clothing,137.99,"Los Angeles",S,Green,Spring,4,No,Express,Yes,Yes,4,PayPal,Monthly,40s
443,42,Male,Curtains,"Home Decor",260.83,Miami,L,White,Spring,3,No,Standard,No,Yes,2,"Debit Card",Fortnightly,40s
444,57,Male,Phone,Clothing,166.61,Miami,L,White,Winter,3,No,Express,No,No,4,Cash,Monthly,50s
445,62,Male,Shoes,Sports,92.13,Houston,XL,Green,Winter,2,No,Express,Yes,Yes,12,Cash,Monthly,60+
446,18,Male,Curtains,Clothing,138.81,Houston,L,Blue,Winter,1,No,Standard,No,Yes,6,Cash,Weekly,"below 20"
447,33,Male,Football,Accessories,27.52,"Los Angeles",XL,Green,Summer,5,No,Standard,Yes,No,3,PayPal,Fortnightly,30s
448,56,Male,T-Shirt,"Home Decor",355.17,"New York",M,White,Winter,4,Yes,Standard,Yes,No,7,"Debit Card",Monthly,50s
449,22,Female,Watch,Accessories,251.14,"Los Angeles",S,Red,Spring,3,Yes,Express,Yes,Yes,13,Cash,Weekly,20s
450,39,Male,Watch,Sports,56.18,"New York",S,Green,Fall,1,No,Express,No,Yes,10,"Debit Card",Weekly,30s
451,46,Female,Shoes,"Home Decor",94.13,"Los Angeles",S,Blue,Spring,3,No,Standard,No,No,5,Cash,Monthly,40s
452,20,Male,Football,Sports,60.24,Chicago,L,Green,Spring,4,No,Express,No,Yes,5,PayPal,Weekly,20s
453,29,Male,Watch,Accessories,310.17,Chicago,L,Green,Summer,5,Yes,Standard,Yes,No,5,"Debit Card",Weekly,20s
454,43,Female,Watch,Sports,56.16,"New York",M,Black,Spring,3,Yes,Express,No,No,3,UPI,Weekly,40s
455,33,Female,Laptop,"Home Decor",379.60,Houston,L,Black,Summer,2,Yes,Standard,No,No,13,Cash,Weekly,30s
456,54,Male,Phone,"Home Decor",20.05,"New York",XL,White,Summer,1,Yes,Express,Yes,Yes,14,PayPal,Monthly,50s
457,39,Female,Shoes,Sports,132.19,"Los Angeles",S,White,Fall,5,Yes,Standard,No,Yes,2,"Debit Card",Monthly,30s
458,46,Female,T-Shirt,"Home Decor",446.43,Miami,M,Green,Spring,3,No,Standard,No,Yes,9,"Credit Card",Weekly,40s
459,31,Female,Watch,"Home Decor",362.08,Chicago,XL,Red,Fall,5,No,Standard,Yes,No,5,PayPal,Monthly,30s
460,45,Female,Laptop,Sports,45.75,Miami,XL,White,Fall,2,Yes,Express,No,Yes,5,PayPal,Monthly,40s
461,22,Male,Football,Accessories,412.35,Chicago,L,Green,Spring,3,No,Express,No,Yes,1,"Credit Card",Weekly,20s
462,64,Female,Watch,"Home Decor",251.59,"Los Angeles",L,Green,Spring,5,Yes,Express,No,No,13,"Credit Card",Weekly,60+
463,47,Male,Bag,"Home Decor",424.92,Chicago,S,Green,Winter,3,Yes,Standard,No,Yes,9,UPI,Weekly,40s
464,63,Male,Phone,"Home Decor",304.36,"New York",M,Green,Winter,3,Yes,Express,No,Yes,8,UPI,Monthly,60+
465,22,Male,T-Shirt,"Home Decor",344.10,Miami,XL,Green,Summer,5,No,Express,No,No,3,UPI,Monthly,20s
466,29,Male,Football,Sports,496.82,Miami,L,Black,Spring,3,No,Standard,Yes,No,3,PayPal,Fortnightly,20s
467,33,Female,Football,Accessories,123.84,"Los Angeles",L,Blue,Summer,2,No,Standard,Yes,No,9,PayPal,Fortnightly,30s
468,43,Female,Shoes,Accessories,315.73,Miami,M,Blue,Fall,5,No,Standard,Yes,Yes,12,PayPal,Weekly,40s
469,43,Male,Watch,Clothing,235.56,"Los Angeles",M,Green,Fall,5,No,Standard,No,Yes,11,UPI,Fortnightly,40s
470,38,Male,Shoes,"Home Decor",29.33,Houston,L,White,Winter,2,Yes,Express,Yes,Yes,10,"Debit Card",Monthly,30s
471,56,Male,T-Shirt,"Home Decor",17.09,"New York",L,Red,Summer,2,Yes,Standard,Yes,No,11,PayPal,Fortnightly,50s
472,53,Male,Bag,Clothing,68.42,Chicago,S,Green,Spring,2,Yes,Express,Yes,Yes,11,PayPal,Fortnightly,50s
473,50,Female,Watch,Accessories,328.05,Chicago,M,Red,Spring,3,No,Standard,No,Yes,7,PayPal,Weekly,50s
474,47,Male,Curtains,Electronics,287.91,Chicago,XL,Black,Winter,3,No,Express,Yes,Yes,2,UPI,Monthly,40s
475,54,Female,Watch,Electronics,281.18,Houston,L,Blue,Winter,4,No,Standard,No,No,9,Cash,Monthly,50s
476,40,Male,Bag,Accessories,25.61,"New York",L,Black,Summer,3,Yes,Standard,Yes,Yes,6,UPI,Monthly,40s
477,27,Male,Curtains,"Home Decor",239.96,Miami,L,White,Winter,2,Yes,Standard,Yes,No,6,Cash,Monthly,20s
478,22,Male,Football,Electronics,463.07,Miami,L,White,Winter,4,Yes,Standard,Yes,Yes,1,UPI,Fortnightly,20s
479,53,Male,Shoes,Sports,204.82,"New York",S,Green,Winter,2,No,Standard,Yes,No,2,"Debit Card",Weekly,50s
480,51,Female,Phone,Sports,316.21,"New York",M,White,Fall,1,No,Express,No,No,14,"Debit Card",Fortnightly,50s
481,48,Female,Watch,Clothing,392.11,Chicago,L,White,Summer,5,Yes,Express,Yes,Yes,11,PayPal,Monthly,40s
482,27,Female,Phone,Accessories,394.12,Miami,M,Black,Spring,1,Yes,Express,Yes,Yes,13,UPI,Weekly,20s
483,36,Male,Watch,Accessories,264.45,"New York",XL,Red,Spring,2,Yes,Express,Yes,No,3,Cash,Weekly,30s
484,49,Male,Football,Electronics,430.40,Miami,XL,Blue,Summer,3,Yes,Express,No,No,1,Cash,Monthly,40s
485,18,Female,Shoes,"Home Decor",201.78,"New York",XL,White,Winter,5,No,Standard,Yes,Yes,13,"Debit Card",Monthly,"below 20"
486,22,Female,T-Shirt,Accessories,445.46,"Los Angeles",XL,White,Winter,3,Yes,Standard,Yes,No,8,PayPal,Weekly,20s
487,62,Male,T-Shirt,Electronics,127.71,Chicago,M,Black,Spring,3,No,Express,No,No,9,Cash,Monthly,60+
488,21,Male,T-Shirt,Electronics,147.31,"New York",XL,Blue,Fall,5,No,Express,No,No,10,UPI,Monthly,20s
489,33,Female,Watch,Accessories,36.03,Houston,XL,Black,Summer,5,No,Express,Yes,Yes,5,PayPal,Monthly,30s
490,41,Male,Watch,Electronics,399.84,"New York",L,Red,Winter,1,No,Express,Yes,No,0,UPI,Monthly,40s
491,33,Male,Phone,Clothing,214.36,"Los Angeles",L,Black,Fall,2,No,Express,Yes,Yes,14,UPI,Weekly,30s
492,19,Female,Shoes,Clothing,122.27,Houston,L,Blue,Fall,3,Yes,Standard,Yes,Yes,0,"Debit Card",Weekly,"below 20"
493,45,Male,Bag,Accessories,123.58,Houston,S,Blue,Winter,2,No,Express,No,Yes,7,UPI,Fortnightly,40s
494,49,Female,Watch,"Home Decor",451.69,"New York",L,White,Summer,2,Yes,Standard,Yes,No,10,"Credit Card",Fortnightly,40s
495,44,Male,Shoes,Clothing,418.62,"Los Angeles",XL,Red,Summer,4,Yes,Express,Yes,No,5,PayPal,Weekly,40s
496,37,Female,Phone,Clothing,281.23,Houston,M,Green,Spring,1,No,Standard,Yes,No,12,"Credit Card",Fortnightly,30s
497,41,Male,Watch,Accessories,311.89,Chicago,XL,White,Spring,3,Yes,Express,No,Yes,9,UPI,Monthly,40s
498,29,Female,T-Shirt,Sports,242.42,Chicago,M,Black,Summer,5,Yes,Express,No,Yes,11,UPI,Monthly,20s
499,52,Female,T-Shirt,Electronics,201.92,Miami,XL,Black,Winter,5,Yes,Standard,Yes,Yes,6,"Debit Card",Weekly,50s
500,50,Female,Football,Clothing,458.58,Miami,S,Blue,Summer,2,Yes,Standard,No,Yes,5,"Debit Card",Fortnightly,50s
501,50,Female,Curtains,Sports,71.55,"Los Angeles",L,Blue,Spring,1,No,Standard,Yes,Yes,1,"Debit Card",Monthly,50s
502,60,Male,Laptop,"Home Decor",215.04,Houston,XL,Blue,Spring,1,Yes,Express,Yes,Yes,2,"Debit Card",Fortnightly,60+
503,54,Male,Bag,Sports,178.84,Chicago,L,Green,Spring,3,Yes,Express,No,Yes,7,Cash,Weekly,50s
504,29,Female,Curtains,Accessories,254.09,Chicago,S,Green,Summer,3,No,Express,No,Yes,3,"Debit Card",Weekly,20s
505,20,Male,Watch,"Home Decor",234.24,"Los Angeles",S,White,Summer,2,No,Express,No,No,12,UPI,Fortnightly,20s
506,18,Male,Shoes,"Home Decor",264.26,Houston,L,Green,Winter,2,No,Standard,Yes,No,14,UPI,Weekly,"below 20"
507,50,Male,Watch,Sports,78.56,"Los Angeles",L,Blue,Spring,2,No,Standard,No,No,7,PayPal,Monthly,50s
508,57,Male,Shoes,Accessories,261.44,"New York",M,White,Fall,4,No,Standard,Yes,No,2,"Credit Card",Monthly,50s
509,27,Male,Shoes,Clothing,128.79,Chicago,L,White,Fall,1,Yes,Standard,No,Yes,1,Cash,Fortnightly,20s
510,60,Female,Curtains,Sports,100.32,"Los Angeles",L,Red,Winter,2,No,Standard,Yes,No,6,Cash,Fortnightly,60+
511,61,Female,Laptop,Clothing,41.77,"Los Angeles",M,Green,Winter,1,Yes,Standard,Yes,Yes,0,PayPal,Weekly,60+
512,46,Female,Football,Sports,383.70,"New York",XL,Black,Spring,5,No,Standard,Yes,No,10,PayPal,Weekly,40s
513,30,Female,Curtains,Clothing,219.45,Miami,M,Black,Summer,5,Yes,Express,No,Yes,2,"Debit Card",Fortnightly,30s
514,29,Male,Laptop,Sports,317.06,Chicago,XL,Red,Summer,1,Yes,Express,No,No,1,PayPal,Weekly,20s
515,48,Male,T-Shirt,"Home Decor",366.52,"Los Angeles",XL,Blue,Fall,5,No,Standard,No,No,4,Cash,Fortnightly,40s
516,63,Female,T-Shirt,Electronics,342.87,Chicago,XL,Red,Spring,5,Yes,Standard,Yes,No,1,"Credit Card",Fortnightly,60+
517,19,Male,Shoes,"Home Decor",240.55,Miami,M,Blue,Fall,5,No,Express,No,Yes,9,"Credit Card",Monthly,"below 20"
518,52,Male,Phone,Clothing,200.07,"Los Angeles",M,Green,Fall,3,Yes,Standard,No,No,4,Cash,Weekly,50s
519,40,Female,Watch,Accessories,194.22,"New York",S,Green,Spring,3,No,Express,No,No,12,"Debit Card",Fortnightly,40s
520,34,Male,Watch,"Home Decor",323.62,Chicago,XL,White,Winter,1,Yes,Express,No,No,2,"Credit Card",Monthly,30s
521,43,Female,Shoes,Electronics,252.45,"New York",M,White,Fall,1,Yes,Standard,Yes,No,8,"Credit Card",Fortnightly,40s
522,25,Female,Phone,Clothing,426.07,Miami,S,White,Winter,4,No,Express,No,No,9,"Debit Card",Weekly,20s
523,46,Male,Bag,"Home Decor",438.60,Miami,XL,White,Summer,3,No,Express,Yes,Yes,8,"Credit Card",Monthly,40s
524,43,Male,Laptop,Sports,93.57,Chicago,M,Black,Fall,1,No,Express,Yes,Yes,7,UPI,Weekly,40s
525,27,Female,Bag,Accessories,76.75,Miami,M,White,Spring,3,No,Standard,Yes,No,12,Cash,Monthly,20s
526,43,Female,Bag,Clothing,318.90,Houston,M,White,Winter,4,No,Standard,Yes,Yes,4,"Credit Card",Weekly,40s
527,51,Male,T-Shirt,"Home Decor",157.60,Chicago,L,White,Summer,1,No,Express,Yes,No,9,"Credit Card",Fortnightly,50s
528,58,Female,Bag,Clothing,19.10,Houston,S,Blue,Summer,1,No,Standard,No,No,10,"Debit Card",Fortnightly,50s
529,24,Female,Watch,Sports,445.43,Miami,M,White,Fall,1,No,Express,No,No,6,"Credit Card",Fortnightly,20s
530,21,Female,Curtains,Electronics,121.18,Chicago,L,Red,Summer,1,No,Express,Yes,No,1,"Debit Card",Weekly,20s
531,62,Male,Phone,"Home Decor",465.35,Houston,S,White,Spring,2,No,Standard,No,Yes,2,Cash,Monthly,60+
532,28,Female,Laptop,Clothing,361.54,Miami,S,White,Fall,3,Yes,Express,Yes,No,11,UPI,Weekly,20s
533,46,Male,T-Shirt,Clothing,383.70,"Los Angeles",L,Black,Summer,3,Yes,Express,Yes,No,10,PayPal,Fortnightly,40s
534,53,Female,Bag,Clothing,108.72,"Los Angeles",S,White,Spring,3,No,Express,Yes,Yes,1,Cash,Weekly,50s
535,42,Male,Curtains,Electronics,124.76,"New York",L,Blue,Winter,4,No,Express,Yes,No,9,"Credit Card",Monthly,40s
536,38,Female,Phone,Clothing,265.42,"Los Angeles",XL,Green,Winter,2,Yes,Express,No,No,10,UPI,Fortnightly,30s
537,53,Male,Shoes,Accessories,94.33,Houston,M,White,Fall,3,No,Express,Yes,Yes,0,PayPal,Weekly,50s
538,27,Male,Shoes,Accessories,159.66,"Los Angeles",L,White,Spring,3,Yes,Express,No,Yes,2,PayPal,Fortnightly,20s
539,54,Male,Shoes,Clothing,167.52,Chicago,S,White,Summer,1,Yes,Standard,No,No,3,"Credit Card",Weekly,50s
540,26,Female,Watch,Accessories,88.22,Chicago,S,Black,Fall,1,Yes,Standard,No,No,11,PayPal,Weekly,20s
541,41,Female,Laptop,"Home Decor",110.54,Chicago,XL,Green,Fall,1,Yes,Express,No,No,8,PayPal,Fortnightly,40s
542,52,Female,Shoes,Accessories,396.39,"Los Angeles",XL,Black,Summer,3,Yes,Standard,Yes,Yes,11,Cash,Monthly,50s
543,52,Male,Watch,Clothing,91.93,"Los Angeles",XL,Black,Spring,1,No,Express,No,No,1,Cash,Fortnightly,50s
544,53,Female,Football,Sports,23.94,"New York",XL,Black,Summer,3,Yes,Express,Yes,No,8,PayPal,Monthly,50s
545,35,Male,Watch,"Home Decor",318.38,Miami,XL,Blue,Winter,4,No,Express,No,No,0,"Debit Card",Fortnightly,30s
546,56,Female,T-Shirt,Electronics,488.23,"New York",M,Green,Fall,4,Yes,Express,Yes,No,8,"Credit Card",Fortnightly,50s
547,49,Male,Watch,Clothing,172.29,Houston,L,Blue,Winter,5,Yes,Standard,Yes,Yes,5,"Debit Card",Fortnightly,40s
548,41,Male,Laptop,Electronics,68.14,Chicago,XL,Blue,Fall,2,Yes,Express,No,Yes,7,"Debit Card",Weekly,40s
549,40,Male,Curtains,Sports,289.49,"Los Angeles",XL,Green,Summer,1,No,Express,No,No,2,PayPal,Weekly,40s
550,49,Female,Bag,Electronics,454.11,Miami,M,Blue,Spring,1,Yes,Standard,No,Yes,7,"Credit Card",Monthly,40s
551,54,Female,Watch,Clothing,394.19,Miami,L,Green,Summer,2,Yes,Standard,Yes,No,10,"Debit Card",Fortnightly,50s
552,29,Female,Shoes,Clothing,315.03,"Los Angeles",XL,White,Winter,2,No,Standard,No,Yes,8,Cash,Weekly,20s
553,30,Male,T-Shirt,Sports,164.38,"New York",L,Black,Spring,5,No,Standard,No,Yes,6,Cash,Weekly,30s
554,40,Male,Phone,Clothing,275.52,Miami,L,Blue,Spring,2,Yes,Standard,No,Yes,3,"Credit Card",Fortnightly,40s
555,42,Female,Shoes,Sports,54.71,"New York",M,Green,Fall,3,Yes,Standard,Yes,No,5,"Debit Card",Fortnightly,40s
556,52,Female,T-Shirt,Sports,342.68,"Los Angeles",M,Red,Spring,1,Yes,Express,No,No,5,UPI,Fortnightly,50s
557,58,Female,Football,Clothing,365.30,"New York",XL,Blue,Fall,2,No,Express,No,Yes,1,UPI,Monthly,50s
558,47,Male,Bag,Accessories,482.87,Chicago,S,Blue,Spring,3,Yes,Standard,Yes,No,1,"Credit Card",Fortnightly,40s
559,34,Male,Phone,Sports,137.59,"Los Angeles",M,Green,Spring,2,No,Standard,No,Yes,10,"Credit Card",Weekly,30s
560,37,Male,Football,Clothing,19.04,"Los Angeles",L,Red,Fall,3,Yes,Express,Yes,No,4,UPI,Weekly,30s
561,42,Male,Curtains,Accessories,277.35,Miami,L,Red,Spring,4,No,Standard,Yes,Yes,0,"Debit Card",Fortnightly,40s
562,39,Male,T-Shirt,Sports,356.33,Miami,XL,White,Summer,3,No,Standard,Yes,Yes,4,"Debit Card",Monthly,30s
563,30,Female,Football,Accessories,397.30,Miami,XL,Blue,Spring,5,Yes,Standard,Yes,No,9,PayPal,Monthly,30s
564,36,Male,Bag,"Home Decor",104.93,Chicago,XL,Black,Winter,3,Yes,Express,Yes,No,14,"Credit Card",Weekly,30s
565,53,Male,Bag,"Home Decor",138.26,Chicago,L,Blue,Fall,2,No,Standard,Yes,Yes,2,"Debit Card",Monthly,50s
566,29,Male,Curtains,Accessories,261.17,Houston,M,Black,Fall,4,Yes,Express,Yes,No,2,UPI,Fortnightly,20s
567,58,Male,Bag,Sports,171.99,"Los Angeles",S,Black,Summer,4,No,Express,Yes,Yes,7,UPI,Monthly,50s
568,36,Male,T-Shirt,Clothing,431.65,Miami,M,Green,Winter,3,No,Express,Yes,Yes,10,Cash,Monthly,30s
569,29,Female,T-Shirt,Electronics,242.14,"Los Angeles",S,Blue,Spring,2,Yes,Standard,Yes,No,2,"Debit Card",Weekly,20s
570,26,Male,Bag,Clothing,401.79,"New York",M,Green,Summer,4,No,Standard,Yes,No,2,PayPal,Weekly,20s
571,24,Male,Football,Electronics,294.50,Chicago,XL,White,Spring,3,Yes,Express,Yes,No,0,PayPal,Weekly,20s
572,45,Male,T-Shirt,Electronics,388.81,Houston,L,Black,Summer,3,No,Express,Yes,No,13,"Credit Card",Monthly,40s
573,31,Female,Shoes,Sports,173.01,"New York",S,Red,Fall,3,Yes,Standard,Yes,Yes,7,Cash,Weekly,30s
574,48,Female,Bag,Accessories,417.39,"Los Angeles",M,Black,Winter,4,Yes,Express,No,Yes,12,UPI,Weekly,40s
575,36,Female,T-Shirt,Clothing,144.54,Chicago,L,White,Fall,1,Yes,Standard,Yes,Yes,14,UPI,Monthly,30s
576,64,Male,Laptop,Accessories,277.59,Miami,S,Black,Summer,2,No,Express,No,No,13,"Credit Card",Monthly,60+
577,33,Female,Curtains,"Home Decor",114.86,"New York",S,Green,Spring,5,Yes,Standard,No,No,9,PayPal,Monthly,30s
578,22,Male,Bag,Sports,243.01,Chicago,L,Blue,Winter,5,No,Standard,No,Yes,9,PayPal,Fortnightly,20s
579,52,Male,T-Shirt,Sports,165.91,"Los Angeles",XL,Red,Spring,2,No,Express,No,No,5,UPI,Fortnightly,50s
580,29,Female,Laptop,"Home Decor",140.68,"Los Angeles",L,Green,Fall,1,Yes,Express,No,No,10,"Credit Card",Monthly,20s
581,42,Male,T-Shirt,Clothing,483.82,"New York",XL,Blue,Spring,2,No,Standard,No,No,7,"Debit Card",Weekly,40s
582,38,Male,T-Shirt,"Home Decor",88.44,"New York",M,Red,Summer,3,Yes,Express,Yes,Yes,2,Cash,Monthly,30s
583,53,Male,Football,Clothing,395.79,"New York",M,White,Winter,2,No,Express,No,Yes,13,PayPal,Fortnightly,50s
584,40,Female,Shoes,Electronics,492.24,Houston,L,Black,Winter,2,No,Express,Yes,No,10,PayPal,Weekly,40s
585,33,Male,Bag,Sports,19.75,Miami,XL,Red,Winter,4,Yes,Standard,Yes,Yes,5,PayPal,Fortnightly,30s
586,56,Male,Curtains,Clothing,352.52,Chicago,M,White,Summer,5,Yes,Express,No,Yes,14,"Debit Card",Fortnightly,50s
587,62,Female,Bag,Accessories,133.93,"Los Angeles",XL,Blue,Spring,5,No,Express,Yes,Yes,11,"Debit Card",Fortnightly,60+
588,59,Male,Shoes,Accessories,29.84,"Los Angeles",XL,Red,Winter,3,Yes,Express,Yes,Yes,1,Cash,Fortnightly,50s
589,56,Male,Phone,Sports,207.42,Miami,XL,White,Fall,3,Yes,Express,No,Yes,2,PayPal,Weekly,50s
590,31,Female,Football,"Home Decor",468.26,"New York",L,Blue,Fall,4,No,Standard,Yes,No,12,UPI,Monthly,30s
591,48,Male,Football,"Home Decor",15.76,"New York",XL,Green,Fall,3,Yes,Express,No,Yes,3,PayPal,Weekly,40s
592,22,Male,Shoes,Clothing,298.06,"Los Angeles",L,Black,Fall,1,No,Standard,No,No,8,Cash,Monthly,20s
593,52,Male,Watch,"Home Decor",255.68,Miami,M,White,Fall,4,Yes,Standard,No,No,14,Cash,Monthly,50s
594,40,Male,Football,Sports,437.96,"Los Angeles",M,Green,Summer,4,Yes,Express,No,Yes,11,UPI,Weekly,40s
595,46,Male,Bag,Clothing,51.16,"New York",S,Blue,Spring,2,No,Express,No,Yes,3,"Debit Card",Monthly,40s
596,60,Female,Shoes,Electronics,343.95,Chicago,S,Red,Summer,2,No,Standard,Yes,Yes,6,UPI,Weekly,60+
597,28,Female,Football,"Home Decor",343.25,"New York",M,Black,Fall,1,Yes,Express,No,Yes,11,Cash,Weekly,20s
598,35,Female,T-Shirt,"Home Decor",337.85,Chicago,XL,Blue,Fall,4,Yes,Express,No,No,7,UPI,Monthly,30s
599,64,Female,Shoes,Clothing,471.74,Houston,XL,White,Winter,4,No,Standard,Yes,No,4,PayPal,Monthly,60+
600,29,Male,Shoes,Accessories,413.31,Miami,M,Black,Winter,2,Yes,Express,No,No,14,Cash,Fortnightly,20s
601,26,Male,Bag,"Home Decor",30.57,Houston,M,Green,Spring,5,Yes,Express,No,Yes,1,"Debit Card",Monthly,20s
602,27,Male,Laptop,Sports,240.83,"New York",S,Black,Spring,5,Yes,Express,No,No,14,"Debit Card",Monthly,20s
603,61,Male,Football,"Home Decor",205.00,Miami,XL,Green,Spring,2,Yes,Standard,No,No,10,UPI,Monthly,60+
604,34,Male,Football,Electronics,161.97,"New York",M,Blue,Summer,3,No,Express,No,Yes,7,UPI,Weekly,30s
605,55,Female,Shoes,"Home Decor",231.15,Miami,S,Red,Winter,4,Yes,Standard,No,Yes,4,UPI,Fortnightly,50s
606,24,Female,T-Shirt,Accessories,198.26,Miami,S,Black,Spring,1,No,Standard,No,Yes,4,PayPal,Fortnightly,20s
607,63,Male,T-Shirt,"Home Decor",221.84,"New York",XL,Red,Winter,5,No,Standard,Yes,No,6,"Debit Card",Weekly,60+
608,30,Male,Curtains,Clothing,489.84,"New York",S,Red,Winter,3,Yes,Express,No,Yes,5,Cash,Monthly,30s
609,57,Male,T-Shirt,"Home Decor",53.43,Miami,S,Black,Winter,4,No,Express,Yes,No,2,Cash,Monthly,50s
610,59,Female,Football,Accessories,461.89,Miami,L,Black,Winter,3,Yes,Standard,No,Yes,13,"Debit Card",Weekly,50s
611,26,Male,Watch,Clothing,245.32,"New York",M,Red,Winter,4,Yes,Standard,No,No,13,UPI,Fortnightly,20s
612,44,Male,Laptop,Sports,315.63,"New York",XL,White,Winter,4,No,Express,No,No,6,"Credit Card",Weekly,40s
613,19,Male,Shoes,Clothing,416.79,"Los Angeles",M,White,Summer,2,No,Express,Yes,Yes,11,UPI,Weekly,"below 20"
614,22,Female,Phone,Electronics,186.63,"Los Angeles",L,Black,Fall,2,No,Standard,Yes,No,13,"Debit Card",Monthly,20s
615,46,Male,Laptop,Clothing,220.91,"Los Angeles",XL,Red,Winter,1,Yes,Express,Yes,Yes,0,PayPal,Weekly,40s
616,54,Female,Bag,Sports,210.66,Houston,M,Red,Summer,1,Yes,Standard,No,Yes,3,UPI,Weekly,50s
617,55,Female,Bag,"Home Decor",193.62,Miami,S,Blue,Spring,3,Yes,Standard,No,Yes,3,Cash,Weekly,50s
618,36,Female,Watch,Clothing,463.51,Chicago,XL,Red,Summer,2,No,Express,Yes,No,5,PayPal,Monthly,30s
619,25,Female,Phone,Clothing,416.18,Houston,L,White,Summer,4,No,Express,Yes,No,5,"Debit Card",Monthly,20s
620,62,Female,Laptop,Clothing,63.41,Miami,S,Blue,Summer,2,No,Express,No,No,9,"Credit Card",Fortnightly,60+
621,18,Female,T-Shirt,Clothing,62.98,Chicago,L,White,Winter,4,No,Standard,No,Yes,7,UPI,Fortnightly,"below 20"
622,39,Male,Football,Sports,219.66,"Los Angeles",S,Green,Spring,2,No,Express,No,No,11,PayPal,Fortnightly,30s
623,34,Male,Watch,Accessories,58.34,Chicago,M,Black,Summer,4,Yes,Express,Yes,No,0,PayPal,Monthly,30s
624,24,Male,Phone,Accessories,313.36,"New York",M,Green,Spring,3,Yes,Standard,Yes,Yes,12,Cash,Fortnightly,20s
625,42,Female,Watch,Clothing,80.41,"New York",M,Black,Summer,2,No,Standard,No,Yes,6,UPI,Weekly,40s
626,62,Male,Laptop,Sports,265.96,Miami,L,White,Winter,5,No,Express,No,Yes,13,"Credit Card",Fortnightly,60+
627,21,Female,Football,Sports,13.54,Houston,XL,White,Summer,5,No,Express,No,Yes,3,PayPal,Weekly,20s
628,53,Female,Watch,Clothing,165.13,"Los Angeles",M,Green,Summer,4,No,Standard,Yes,Yes,12,Cash,Fortnightly,50s
629,23,Female,Phone,Electronics,341.82,Miami,L,Black,Spring,3,Yes,Standard,No,Yes,5,UPI,Monthly,20s
